Client ID,Name,Age,Location ID,Joined Bank,Banking Contact,Nationality,Occupation,Fee Structure,Loyalty Classification, Estimated Income , Superannuation Savings ,Amount of Credit Cards, Credit Card Balance , Bank Loans , Bank Deposits , Checking Accounts , Saving Accounts , Foreign Currency Account , Business Lending ,Properties Owned,Risk Weighting,BRId,GenderId,IAId
IND37241,Ruby Wallace,64,2684,26-04-1996,Anthony Torres,Australian,Internal Auditor,High,Platinum," $91,243.06 "," $2,150.05 ",1," $1,529.42 "," $125,707.28 ", $-   , $-   , $-   , $954.04 ," $133,887.11 ",0,1,3,1,4
IND86966,Cheryl Hunter,62,34467,4/11/2005,Benjamin Kim,European,Software Consultant,High,Jade," $471,052.35 "," $9,266.40 ",1," $2,021.98 "," $1,451,497.43 "," $2,021,380.94 "," $861,284.05 "," $1,021,939.90 "," $18,387.03 "," $2,487,458.56 ",1,4,4,1,5
IND71164,Ralph Porter,60,43040,10/9/2007,Patrick Graham,European,Database Administrator I,High,Jade," $35,337.22 "," $6,165.45 ",1, $900.46 ," $705,853.18 "," $119,341.20 "," $29,835.30 "," $53,040.53 "," $20,912.39 "," $394,311.63 ",2,1,1,2,6
IND40932,Martha Reynolds,73,38960,2/9/2011,Adam Hernandez,Asian,Accountant II,High,Gold," $152,280.52 "," $13,713.06 ",2," $1,336.26 "," $773,813.19 "," $860,495.02 "," $410,866.99 "," $269,621.77 "," $25,511.73 "," $674,133.84 ",2,1,1,2,7
IND96715,Gary King,80,26940,11/10/1996,Shawn Wallace,European,Desktop Support Technician,Mid,Platinum," $512,987.80 "," $61,515.78 ",1," $6,672.66 "," $2,284,895.89 "," $436,494.57 "," $180,714.31 "," $119,688.48 "," $107,769.98 "," $346,486.11 ",0,5,1,1,8
IND50507,Lisa Miller,69,13803,13-10-2000,Shawn Long,European,Systems Administrator II,High,Silver," $91,339.99 "," $2,125.34 ",1, $127.25 ," $216,548.95 "," $47,898.40 "," $15,790.68 "," $30,212.84 "," $16,043.39 "," $341,117.18 ",1,1,2,1,9
IND38878,Sarah Wright,32,2928,25-05-2013,James Castillo,European,Recruiter,High,Jade," $159,579.97 "," $25,288.65 ",1," $3,928.43 "," $212,778.25 "," $336,606.83 "," $104,659.27 "," $128,306.60 "," $20,083.93 "," $1,286,219.06 ",3,2,2,2,10
IND59922,Frances Hughes,57,42750,17-06-2002,Benjamin Kim,Asian,Physical Therapy Assistant,High,Jade," $181,593.39 "," $24,063.41 ",3, $70.71 ," $203,307.15 "," $307,847.83 "," $232,069.90 "," $219,803.35 "," $7,288.55 "," $366,702.11 ",3,2,3,1,11
IND32848,Keith Hernandez,23,29090,10/7/2007,Dennis Ruiz,European,Operator,High,Jade," $30,326.33 "," $2,020.58 ",3," $3,886.38 "," $409,137.22 "," $211,383.96 "," $54,863.01 "," $71,354.19 "," $36,419.45 "," $711,890.05 ",1,1,3,1,12
IND22297,James Ross,18,21001,23-09-2020,Roy Rice,European,Dental Hygienist,Mid,Silver," $76,587.30 "," $16,762.62 ",1," $5,079.92 "," $822,400.93 "," $992,388.86 "," $207,709.30 "," $325,718.95 "," $15,336.73 "," $696,597.14 ",3,1,3,1,13
IND17713,Charles Simmons,39,37970,22-11-2017,Joshua Bennett,European,Assistant Professor,High,Jade," $75,928.83 "," $7,975.76 ",1, $301.78 ," $620,326.00 "," $1,008,769.00 "," $345,468.84 "," $186,553.17 "," $10,227.56 "," $705,476.73 ",1,1,3,2,14
IND25396,Matthew Webb,69,38775,1/11/2000,Victor Ramos,European,Administrative Assistant I,Low,Silver," $61,750.34 "," $44,720.64 ",2, $908.21 ," $761,581.30 "," $1,156,977.96 "," $636,337.88 "," $115,945.72 "," $83,459.38 "," $2,240,804.16 ",3,2,3,2,15
IND15088,Margaret Coleman,42,8628,25-12-2010,Keith Griffin,American,Systems Administrator III,Mid,Silver," $286,607.89 "," $21,810.06 ",2," $6,838.60 "," $1,737,252.30 "," $1,822,218.15 "," $1,111,108.63 "," $192,592.16 "," $38,869.65 "," $2,515,317.76 ",3,3,3,2,16
IND24185,Anna Henry,85,16919,27-05-1999,Anthony Berry,European,Physical Therapy Assistant,High,Jade," $191,841.00 "," $22,092.50 ",1, $802.40 ," $703,536.80 ", $-   , $-   , $-   ," $2,736.80 "," $785,672.40 ",2,2,3,1,17
IND13182,Jennifer Rice,30,40613,11/11/2016,Benjamin Kim,Australian,Web Developer III,Mid,Silver," $97,698.89 "," $24,092.92 ",1, $688.57 ," $371,535.50 "," $338,535.57 "," $270,828.46 "," $33,853.56 "," $24,226.86 "," $876,909.62 ",0,1,4,2,18
IND57459,Cheryl Clark,25,27130,9/10/2007,Mark Montgomery,European,Recruiter,Mid,Silver," $342,396.72 "," $54,688.50 ",3," $3,446.55 "," $901,247.99 "," $350,878.56 "," $91,533.54 "," $190,084.65 "," $70,924.41 "," $2,475,385.70 ",2,4,4,1,19
IND60265,Peter Diaz,68,22184,17-10-2012,Jonathan Hawkins,European,Structural Analysis Engineer,High,Silver," $80,765.88 "," $13,141.20 ",1, $903.76 ," $78,101.29 "," $48,562.80 "," $32,654.30 "," $46,477.95 "," $15,065.44 "," $290,271.67 ",3,1,1,1,20
IND98600,Lori Webb,73,7860,12/12/2014,Anthony Torres,European,Internal Auditor,High,Jade," $176,480.36 "," $34,644.45 ",1," $1,190.71 "," $585,187.38 "," $260,575.31 "," $314,344.82 "," $123,090.81 "," $28,459.02 "," $882,756.39 ",3,2,2,2,21
IND56505,Kevin Williams,27,27186,8/2/1996,Chris Armstrong,American,Associate Professor,High,Gold," $34,363.72 "," $21,179.73 ",1," $3,295.13 "," $608,489.70 "," $1,264,219.14 "," $342,562.61 "," $416,295.13 "," $48,618.12 "," $1,524,000.72 ",1,1,3,2,22
IND24188,Paula Young,31,26593,10/4/1999,James Castillo,Asian,Programmer Analyst III,High,Jade," $212,002.50 "," $13,938.50 ",1," $3,269.37 "," $705,539.64 "," $315,219.34 "," $311,178.07 "," $55,769.58 "," $24,006.45 "," $418,455.96 ",0,2,4,2,1
IND66753,Justin Robinson,75,26982,21-06-2011,Dennis Ruiz,American,Analog Circuit Design manager,High,Jade," $181,525.44 "," $34,293.60 ",1," $4,470.86 "," $1,133,013.67 "," $156,772.43 "," $54,390.44 "," $50,689.75 "," $15,540.84 "," $1,558,621.01 ",1,2,1,2,2
IND31161,Stephen Murphy,60,38116,18-11-1996,Anthony Berry,European,Human Resources Manager,High,Silver," $61,488.50 "," $31,544.64 ",1, $273.33 ," $253,955.93 "," $292,495.85 "," $76,972.59 "," $118,537.79 "," $54,716.37 "," $1,119,246.37 ",3,2,1,2,3
IND74796,Walter Duncan,59,30156,2/12/2013,Nicholas Simmons,Asian,Accounting Assistant I,High,Gold," $77,567.80 "," $12,646.48 ",2, $482.03 ," $260,742.79 "," $254,105.56 "," $179,991.44 "," $179,850.27 ", $661.45 ," $84,938.31 ",0,1,1,1,4
IND18529,Sean Ellis,39,7529,12/2/2007,Bobby Burton,Asian,Data Coordiator,Low,Gold," $81,291.16 "," $10,274.10 ",3," $9,274.12 "," $1,241,203.44 "," $1,680,247.96 "," $379,782.07 "," $424,089.98 "," $36,109.25 "," $2,430,078.49 ",1,2,2,2,8
IND45403,Dorothy Harris,26,38739,25-03-2002,Jason Duncan,Asian,Internal Auditor,Mid,Jade," $129,574.89 "," $6,106.65 ",1, $67.85 ," $150,913.81 "," $514,861.52 "," $507,808.62 "," $154,035.28 "," $14,027.21 "," $637,115.46 ",0,2,2,1,9
IND57142,Marilyn Webb,24,19882,30-11-2015,Raymond Alexander,Asian,Health Coach I,Mid,Silver," $341,325.33 "," $14,667.12 ",2," $2,981.66 "," $477,384.97 "," $764,580.54 "," $646,252.60 "," $232,286.85 "," $30,319.23 "," $1,368,961.17 ",2,2,3,2,10
IND45470,Wanda Robertson,44,1221,28-01-2017,Jesse Evans,European,Health Coach II,Low,Platinum," $146,610.24 "," $18,992.40 ",3, $683.43 ," $435,339.30 "," $96,693.04 "," $93,176.93 "," $64,450.30 "," $2,869.35 "," $638,184.03 ",2,2,3,2,11
IND69975,Linda Ramos,63,9129,19-01-2015,Adam Hernandez,European,Geologist I,Low,Gold," $62,305.63 "," $1,775.50 ",2, $805.37 ," $238,816.22 "," $143,851.73 "," $40,685.34 "," $103,573.24 "," $22,491.81 "," $125,146.64 ",3,1,3,1,12
IND22525,Brian Stewart,37,40177,8/1/2015,Patrick Graham,Asian,Associate Professor,High,Jade," $189,742.77 "," $23,607.71 ",1, $530.12 ," $193,600.01 "," $296,574.40 "," $124,147.42 "," $128,009.79 "," $25,188.34 "," $835,097.65 ",2,2,3,1,13
IND15624,Maria King,36,7700,25-03-2011,Dennis Morris,African,Office Assistant IV,Mid,Platinum," $491,409.52 "," $34,176.57 ",2," $4,891.11 "," $1,468,097.33 "," $521,357.75 "," $181,149.73 "," $135,553.02 "," $103,795.38 "," $512,143.41 ",2,5,3,1,14
IND85067,Stephanie Baker,26,28840,19-11-2018,Joe Hanson,Asian,Geologist II,Mid,Silver," $297,603.88 "," $47,232.57 ",2," $4,773.30 "," $957,889.71 "," $655,045.49 "," $208,750.76 "," $577,519.78 "," $10,808.04 "," $1,249,345.19 ",0,2,3,1,15
IND53006,Harold Kelly,75,7263,14-07-2020,Jesse Evans,European,Safety Technician II,High,Jade," $252,612.86 "," $27,437.76 ",1," $8,765.06 "," $311,486.21 "," $816,460.51 "," $176,099.32 "," $303,904.74 "," $55,843.23 "," $1,119,019.78 ",1,3,3,2,1
IND52186,Joe Knight,74,30494,16-05-1995,Bruce Porter,Australian,Database Administrator I,Mid,Platinum," $121,293.88 "," $20,721.92 ",1," $2,167.26 "," $1,183,417.53 ", $-   , $-   , $-   ," $5,374.14 "," $182,024.19 ",3,2,4,1,2
IND99691,Carl Gutierrez,64,6688,22-04-2011,Jesse Evans,American,Developer IV,High,Jade," $283,076.28 "," $44,260.65 ",3," $2,479.94 "," $434,375.62 "," $55,301.51 "," $39,778.28 "," $71,552.40 "," $3,708.07 "," $63,294.97 ",1,2,4,2,3
IND35211,Andrew Phillips,25,2789,15-10-2010,Shawn Wallace,Asian,Physical Therapy Assistant,Mid,Jade," $110,572.21 "," $18,163.20 ",1," $1,933.21 "," $476,101.86 "," $37,664.31 "," $10,823.08 "," $22,403.77 "," $42,739.41 "," $1,278,489.08 ",2,2,1,2,4
IND54677,Amanda Myers,54,10036,5/8/2020,Shawn Long,Australian,Human Resources Assistant IV,Low,Silver," $62,559.67 "," $26,774.23 ",1, $778.54 ," $245,560.97 "," $206,792.30 "," $152,846.48 "," $61,857.87 "," $33,283.37 "," $479,575.47 ",3,1,2,1,5
IND75463,Patricia Mitchell,18,42306,17-09-2021,Joshua Ryan,European,Biostatistician I,High,Silver," $200,436.80 "," $62,653.45 ",1, $848.07 ," $479,104.12 "," $1,883,360.08 "," $1,283,351.56 "," $398,672.33 "," $86,455.40 "," $212,606.68 ",1,5,3,2,6
IND54309,Arthur Fields,58,8452,17-03-2006,James Castillo,Australian,Structural Analysis Engineer,Low,Jade," $144,736.43 "," $29,361.41 ",1," $1,535.32 "," $492,107.21 "," $702,159.58 "," $711,278.53 "," $172,530.64 "," $21,278.81 "," $884,355.78 ",1,2,4,1,7
IND32424,Harold Knight,38,26860,19-06-2017,Phillip Peters,European,Accountant I,High,Jade," $117,501.67 "," $34,283.52 ",1," $5,583.40 "," $351,717.87 "," $1,724,459.00 "," $856,594.02 "," $181,237.26 "," $7,702.39 "," $1,076,992.70 ",0,2,1,1,8
IND64425,Nicole Porter,50,34062,29-03-2011,Shawn Wallace,Asian,Environmental Specialist,High,Jade," $70,908.01 "," $5,827.36 ",1," $1,760.37 "," $441,249.45 "," $344,791.35 "," $222,677.75 "," $129,655.91 "," $15,339.61 "," $289,990.04 ",2,1,1,2,9
IND63920,Kathy Allen,84,39316,29-03-2000,Anthony Torres,European,Community Outreach Specialist,Low,Silver," $64,212.22 "," $27,972.56 ",1," $2,864.03 "," $665,377.22 "," $307,164.55 "," $144,101.89 "," $221,006.79 "," $25,557.18 "," $993,089.16 ",2,2,1,1,10
IND57702,Fred Cole,63,37845,22-01-2018,Bruce Butler,African,Software Consultant,High,Jade," $149,346.65 "," $29,221.08 ",2," $2,580.41 "," $590,881.85 "," $3,359,892.50 "," $1,702,050.81 "," $452,480.26 "," $20,512.58 "," $646,156.80 ",0,4,2,2,11
IND50366,Raymond Williams,55,18359,4/10/2020,Mark Montgomery,African,Systems Administrator I,Low,Platinum," $109,855.48 "," $19,648.20 ",1," $2,247.40 "," $458,086.39 "," $291,375.61 "," $191,215.25 "," $29,866.00 "," $11,316.36 "," $1,028,243.67 ",3,1,2,1,12
IND35560,Harold Butler,60,4855,29-12-2021,Joe Hanson,European,Librarian,High,Jade," $103,961.09 "," $20,240.92 ",2," $2,256.38 "," $490,614.39 "," $862,135.02 "," $197,220.43 "," $256,386.56 "," $13,699.38 "," $105,736.40 ",3,1,3,1,13
IND97501,Albert George,24,41689,3/12/2021,Samuel Fowler,European,Environmental Tech,Mid,Gold," $433,365.49 "," $11,774.58 ",2," $6,543.32 "," $980,636.28 "," $1,390,316.98 "," $1,012,366.73 "," $415,070.36 "," $2,148.85 "," $726,069.51 ",3,4,3,1,14
IND50411,George Johnston,67,37089,6/5/2014,Frank Brown,African,Geological Engineer,Low,Silver," $150,898.04 "," $18,778.08 ",2, $42.64 ," $284,352.57 "," $606,505.38 "," $321,091.09 "," $321,804.62 "," $9,160.93 "," $399,466.37 ",2,2,3,1,15
IND76102,Jose King,28,12379,3/10/2007,Todd Roberts,European,Research Assistant IV,Mid,Jade," $139,596.55 "," $26,119.98 ",1," $12,102.46 "," $222,968.93 "," $540,406.22 "," $317,194.95 "," $78,123.94 "," $48,294.34 "," $339,270.64 ",3,5,3,2,16
IND56074,Carl Peterson,62,15013,16-12-2009,Joshua Ryan,European,Occupational Therapist,High,Silver," $141,515.02 "," $4,827.24 ",1," $1,563.07 "," $333,744.67 "," $103,201.62 "," $92,338.29 "," $77,183.95 "," $9,673.24 "," $441,118.87 ",1,2,3,1,17
IND27011,Heather Nguyen,69,2034,1/9/1999,Roger Alexander,European,Biostatistician IV,High,Gold," $66,543.57 "," $4,081.02 ",1," $1,225.84 "," $333,472.48 "," $126,886.33 "," $175,526.09 "," $22,289.70 "," $16,574.18 "," $522,315.28 ",1,1,3,1,18
IND48221,Nicholas Fox,79,20957,16-05-2019,Joe Price,European,Financial Analyst,High,Silver," $422,382.63 "," $26,844.09 ",2," $1,356.79 "," $1,596,542.92 "," $1,340,974.79 "," $591,295.97 "," $376,317.65 "," $51,077.32 "," $1,931,783.75 ",2,4,3,1,19
IND45884,Jesse Frazier,60,43207,23-09-2005,Steve Diaz,American,Dental Hygienist,High,Gold," $488,895.36 "," $5,781.28 ",2," $4,794.87 "," $369,137.25 "," $878,322.56 "," $902,061.01 "," $222,191.87 "," $37,463.06 "," $179,953.14 ",2,4,4,1,20
IND16593,Mary Young,60,29439,9/1/2011,Samuel Fowler,European,Systems Administrator III,Mid,Gold," $92,607.75 "," $19,835.00 ",1, $999.90 ," $102,478.95 "," $229,116.20 "," $140,015.45 "," $60,715.79 "," $3,956.85 "," $312,132.60 ",2,2,4,1,21
IND32999,Roger Hayes,18,39197,3/5/2018,Adam Hernandez,European,Staff Accountant II,Low,Silver," $328,107.32 "," $35,319.24 ",2," $8,433.07 "," $86,324.17 "," $1,688,758.59 "," $688,012.76 "," $377,156.08 "," $95,976.50 "," $1,912,940.47 ",1,3,1,2,22
IND39671,Jesse Perry,76,25951,2/12/2013,Todd Roberts,Asian,GIS Technical Architect,High,Gold," $59,980.67 "," $24,186.96 ",2, $19.18 ," $478,753.30 "," $503,727.82 "," $517,342.09 "," $119,260.97 "," $25,489.68 "," $1,321,626.92 ",0,2,2,1,1
IND65149,Richard Grant,63,36580,22-11-2013,Joe Hanson,American,Geologist II,Mid,Jade," $96,059.68 "," $14,301.41 ",3, $817.66 ," $1,309,510.87 "," $657,336.87 "," $302,223.85 "," $430,668.98 "," $72,159.34 "," $131,595.38 ",1,4,3,1,2
IND87267,Angela Williams,82,35100,4/12/2017,Shawn Cook,European,Biostatistician IV,High,Silver," $138,340.67 "," $14,770.47 ",2, $275.81 ," $533,544.02 "," $160,695.23 "," $96,417.14 "," $119,075.16 "," $17,394.31 "," $53,883.65 ",1,1,4,1,3
IND69610,Julie Barnes,84,32346,8/8/2019,Mark Montgomery,European,Developer II,Mid,Jade," $145,503.59 "," $27,033.75 ",1, $975.67 ," $466,532.68 "," $499,893.16 "," $359,146.54 "," $124,924.76 "," $26,095.51 "," $375,420.63 ",2,2,1,2,4
IND80344,Gary Morgan,51,26946,13-09-2005,Victor Martinez,Asian,Biostatistician IV,High,Jade," $138,844.41 "," $22,795.47 ",1," $6,568.94 "," $629,977.95 "," $286,280.41 "," $74,761.13 "," $116,189.73 "," $22,248.25 "," $1,056,141.72 ",0,2,1,1,8
IND38207,Margaret Bowman,50,16366,30-12-2003,Nicholas Cunningham,Asian,Computer Systems Analyst IV,Low,Gold," $87,964.25 "," $28,324.17 ",1," $3,876.82 "," $235,674.21 "," $95,426.12 "," $23,274.66 "," $39,101.44 "," $35,246.33 "," $764,131.21 ",1,2,1,1,9
IND79637,Eugene Boyd,57,28156,18-02-2020,Shawn Long,African,Analyst Programmer,High,Gold," $187,601.47 "," $4,761.21 ",1," $5,015.04 ", $-   ," $1,268,649.17 "," $678,995.33 "," $231,573.14 "," $57,662.47 "," $495,342.28 ",3,2,2,1,10
IND29921,Anne Bailey,18,6558,9/4/2012,Donald Reynolds,Asian,Statistician II,High,Jade," $37,871.02 "," $34,761.58 ",1," $3,608.56 "," $93,376.13 "," $659,353.32 "," $517,139.86 "," $84,035.23 "," $18,233.20 "," $802,254.97 ",1,2,2,2,11
IND59198,Brian Clark,63,38167,27-04-2021,Shawn Wallace,European,Environmental Tech,High,Jade," $307,054.44 "," $35,028.90 ",1," $1,717.51 "," $531,702.40 "," $1,112,826.27 "," $996,367.71 "," $267,854.70 "," $24,031.93 "," $1,480,748.69 ",3,4,3,2,12
IND19422,Sean Harrison,35,18505,29-09-2017,Todd Roberts,Asian,Programmer III,High,Gold," $334,843.23 "," $68,760.51 ",1," $9,810.38 "," $2,374,318.47 "," $3,245,233.13 "," $1,800,437.56 "," $232,278.67 "," $50,535.96 "," $2,581,344.91 ",1,4,3,2,13
IND54707,Michael Henry,54,11924,22-11-2019,Dennis Ruiz,Asian,Programmer Analyst II,Mid,Jade," $102,583.50 "," $22,735.50 ",1," $4,758.13 "," $939,876.60 "," $93,238.90 "," $51,078.70 "," $25,798.80 "," $8,800.95 "," $963,100.85 ",3,2,3,1,14
IND20608,Carolyn Hunt,53,8804,22-02-2006,Samuel Fowler,Asian,Professor,Low,Silver," $99,151.32 "," $27,849.22 ",3," $3,352.33 "," $357,978.08 "," $600,265.17 "," $509,527.41 "," $107,419.55 "," $47,746.81 "," $144,831.90 ",2,2,3,1,15
IND98943,Martha Robinson,41,8144,6/10/2015,Patrick Graham,Asian,Media Manager IV,High,Jade," $170,208.96 "," $29,922.00 ",1," $2,939.72 "," $313,549.47 "," $659,087.25 "," $380,014.27 "," $267,197.54 "," $59,873.40 "," $1,522,225.58 ",0,2,3,2,1
IND61538,Henry Williamson,84,15787,28-05-1996,Dennis Morris,European,Research Associate,High,Jade," $156,360.76 "," $36,720.54 ",1," $2,619.30 "," $491,419.66 "," $256,500.32 "," $291,029.21 "," $186,061.39 "," $14,386.23 "," $120,138.03 ",2,2,3,2,2
IND78351,Justin Bowman,51,5687,13-06-2017,Paul Larson,Asian,Software Test Engineer IV,Mid,Jade," $254,049.93 "," $6,954.57 ",1," $8,670.15 "," $142,987.99 "," $1,568,622.87 "," $907,026.83 "," $171,268.01 ", $216.71 ," $711,447.62 ",2,2,3,2,3
IND46289,Doris Anderson,66,38156,6/1/2009,James Castillo,Australian,Human Resources Assistant II,Low,Platinum," $261,771.18 "," $20,614.60 ",1," $2,516.30 "," $785,259.37 "," $826,021.01 "," $275,340.34 "," $441,629.21 "," $45,726.85 "," $1,175,634.42 ",1,2,4,1,4
IND16285,Frank Cole,77,29116,5/1/2012,Samuel Fowler,European,GIS Technical Architect,High,Jade," $162,652.13 "," $37,196.72 ",3," $5,965.10 "," $158,088.09 "," $1,305,930.60 "," $746,246.06 "," $222,474.61 "," $83,580.72 "," $1,210,723.14 ",0,4,4,1,5
IND85859,Joshua Robertson,40,26957,22-11-1999,Roger Alexander,European,Dental Hygienist,Mid,Silver," $230,764.80 "," $21,653.40 ",1," $1,907.49 "," $676,955.94 "," $381,602.53 "," $398,689.21 "," $193,079.49 "," $16,057.49 "," $594,087.66 ",2,2,1,2,6
IND86031,Jessica King,72,20979,10/10/2009,Anthony Simpson,European,Sales Associate,High,Jade," $316,487.54 "," $51,908.88 ",1," $2,178.25 "," $1,133,288.14 "," $333,646.22 "," $190,654.98 "," $323,160.20 "," $16,174.75 "," $1,183,141.72 ",3,5,2,1,7
IND65548,Diane Riley,74,30197,11/3/2003,Victor Ramos,American,Accountant IV,Mid,Gold," $36,006.03 "," $36,840.36 ",1," $2,452.18 "," $862,294.27 "," $489,630.62 "," $151,954.33 "," $259,335.39 "," $33,108.30 "," $726,780.01 ",0,2,3,1,8
IND28392,Jeffrey Fuller,59,36825,14-07-2013,Jerry Green,Australian,Product Engineer,High,Gold," $348,927.59 "," $32,421.72 ",3," $2,000.06 "," $684,129.09 "," $328,315.76 "," $213,117.25 "," $228,611.45 "," $12,037.08 "," $773,614.28 ",0,5,4,1,9
IND36665,Alan Sims,26,19807,11/5/1995,Samuel Fowler,European,Data Coordiator,Low,Jade," $38,281.04 "," $26,898.40 ",1," $1,912.32 "," $1,038,515.84 "," $1,506,675.71 "," $320,168.59 "," $435,052.61 "," $49,608.96 "," $880,957.44 ",1,1,1,1,10
IND31739,Christopher Price,65,5337,11/10/2002,Roy Rice,Asian,Human Resources Assistant IV,Mid,Jade," $80,225.54 "," $12,850.10 ",2," $4,444.44 "," $947,589.94 "," $216,390.40 "," $112,410.60 "," $18,547.75 "," $9,999.42 "," $1,392,172.40 ",3,1,1,2,11
IND68824,Howard Patterson,52,25758,28-10-2010,Nicholas Simmons,African,General Manager,High,Gold," $484,691.00 "," $11,373.06 ",2," $7,984.10 "," $1,236,981.31 "," $1,407,701.30 "," $722,873.64 "," $223,710.37 "," $97,886.22 "," $3,487,314.08 ",1,5,1,1,12
IND81954,Ralph Henderson,65,41598,27-03-2010,Bruce Porter,European,Environmental Tech,Low,Silver," $139,535.92 "," $58,891.42 ",1," $7,107.55 "," $649,611.07 "," $1,021,773.49 "," $454,121.55 "," $280,987.71 "," $27,691.75 "," $1,962,514.45 ",1,3,2,2,13
IND57483,Kevin Knight,65,41967,19-12-2007,Bobby Burton,Asian,Engineer I,High,Jade," $204,212.28 "," $39,148.16 ",2," $3,970.98 "," $139,875.97 "," $2,532,175.03 "," $1,127,226.31 "," $450,727.16 "," $48,104.06 "," $1,763,512.13 ",2,2,2,1,14
IND58811,Amanda Watkins,67,13750,6/5/2018,Victor Martinez,American,Recruiting Manager,Mid,Silver," $349,188.00 "," $49,402.50 ",1," $5,869.14 "," $692,863.50 "," $727,295.44 "," $529,660.81 "," $234,789.94 "," $64,263.84 "," $294,391.26 ",0,3,3,2,15
IND90712,Michael Patterson,47,3538,7/2/2002,James Castillo,European,Marketing Assistant,High,Jade," $84,800.04 "," $46,266.90 ",1," $6,607.74 "," $1,067,368.02 "," $3,123,544.47 "," $720,817.95 "," $1,712,270.28 "," $124,704.87 "," $823,236.06 ",2,5,3,1,16
IND78657,Nicholas Payne,30,23307,5/4/2011,Shawn Wallace,Australian,Account Representative III,Mid,Platinum," $114,430.69 "," $15,505.60 ",2," $2,375.51 "," $336,785.06 "," $26,828.58 "," $7,290.37 "," $23,402.10 ", $251.71 ," $340,478.90 ",1,1,3,1,17
IND77048,Jennifer Barnes,66,15572,19-02-2005,Samuel Fowler,Australian,Recruiter,High,Gold," $170,920.42 "," $5,516.55 ",3," $2,695.50 "," $333,446.40 "," $752,092.20 "," $255,711.35 "," $526,163.70 "," $13,552.65 "," $274,001.40 ",1,2,3,2,18
IND80417,Michael Nichols,48,615,4/8/2005,Roger Alexander,Asian,Community Outreach Specialist,Mid,Silver," $321,119.76 "," $48,322.60 ",2," $7,706.54 "," $860,889.43 "," $391,029.95 "," $92,972.16 "," $194,913.39 "," $87,025.88 "," $1,614,452.24 ",2,3,3,2,19
IND69214,Gerald Harrison,30,27154,2/8/2001,Anthony Berry,European,Software Engineer II,Low,Platinum," $138,366.66 "," $25,964.12 ",1," $1,997.79 "," $1,181,014.00 "," $2,735,303.73 "," $1,416,150.16 "," $518,543.75 "," $25,406.66 "," $3,021,187.26 ",1,4,3,2,20
IND35051,Ruth Kennedy,41,10662,24-04-1999,Dennis Morris,European,Office Assistant III,High,Silver," $139,498.46 "," $21,813.72 ",2," $6,892.77 "," $187,627.59 "," $911,326.28 "," $268,037.14 "," $343,470.45 "," $52,516.27 "," $2,017,006.26 ",2,2,3,1,21
IND29305,Lillian King,29,19847,26-04-2006,Joshua Ryan,African,Human Resources Manager,Low,Silver," $292,103.82 "," $10,039.35 ",3," $4,907.84 "," $447,035.10 "," $1,380,431.11 "," $900,912.94 "," $353,390.36 "," $28,762.34 "," $450,153.85 ",1,5,4,2,22
IND81554,Frances Bell,47,12874,19-07-2003,Raymond Alexander,European,Occupational Therapist,Mid,Jade," $181,982.24 "," $4,557.84 ",1," $2,754.02 "," $231,460.32 "," $113,852.16 "," $73,566.01 "," $110,734.36 "," $27,682.93 "," $741,194.64 ",3,2,4,2,1
IND76672,Jesse Riley,47,12708,18-01-2010,Bruce Porter,Asian,Account Representative IV,Mid,Jade," $41,258.88 "," $31,081.95 ",2, $970.10 ," $540,708.32 "," $1,292,689.04 "," $354,447.00 "," $722,446.38 "," $3,308.72 "," $444,933.24 ",2,2,3,2,2
IND89391,Gary Baker,35,41222,5/2/2001,Gregory Simmons,European,Software Engineer II,Low,Gold," $138,442.89 "," $4,883.13 ",1, $661.96 ," $258,408.86 "," $442,275.47 "," $228,048.29 "," $537,088.28 "," $24,945.98 "," $990,724.74 ",0,2,1,1,3
IND95274,Shirley Tucker,64,20721,30-03-2008,Nicholas Cunningham,European,Programmer III,High,Silver," $116,508.94 "," $14,003.02 ",3, $68.27 ," $294,887.78 "," $21,065.12 "," $31,597.68 "," $12,744.40 "," $8,857.43 "," $140,095.14 ",2,1,2,1,4
IND93078,Theresa Burke,44,3655,21-01-2010,Dennis Morris,American,Administrative Assistant I,Low,Jade," $111,496.50 "," $7,301.00 ",1," $1,799.03 "," $274,664.43 "," $329,165.38 "," $214,155.79 "," $217,090.51 "," $34,670.35 "," $160,689.25 ",3,2,3,2,8
IND47843,Carol Mason,38,27628,1/3/2015,Nicholas Cunningham,European,Budget/Accounting Analyst III,Mid,Jade," $73,812.60 "," $9,656.94 ",3, $43.02 ," $328,683.77 "," $615,087.98 "," $229,989.42 "," $243,895.76 "," $17,864.80 "," $353,781.12 ",3,2,4,1,9
IND93058,Judith Burke,60,2149,29-08-2000,Jason Duncan,European,Automation Specialist III,High,Platinum," $51,971.25 "," $24,291.00 ",2, $774.40 ," $61,186.40 "," $623,735.06 "," $481,977.09 "," $269,907.17 "," $7,678.88 "," $314,790.08 ",0,2,1,1,10
IND92239,Dennis Long,85,1616,8/1/1999,Ernest Rivera,African,Speech Pathologist,Low,Silver," $90,061.21 "," $22,896.08 ",1," $1,568.54 "," $127,661.63 "," $433,119.98 "," $152,458.23 "," $230,904.93 "," $10,078.95 "," $354,743.59 ",1,1,1,1,11
